"cliente","cidade","estado","cpf","cnpj","produto","quantidade","valor_unitário","valor_custo","valor_total","data_venda","tipo_frete","valor_frete","status_venda"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Bloco de Notas","22","271.38","101.6","5970.36","10/04/2023","CIF","142.1","Pendente"
"Fortline Comércio Geral","Belém","PA","","62.057.831/3216-20","Cadeira Ergonômica","29","3409.61","2367.35","98878.69","12/04/2024","CIF","23.57","Pendente"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","Bloco de Notas","19","641.64","388.28","12191.16","06/05/2023","CIF","29.24","Cancelada"
"Ana Paula Silva","Brasília","DF","862.295.268-57","","Marcador Permanente","25","7038.81","3770.06","175970.25","03/09/2023","CIF","58.14","Pendente"
"Daniel Lobo","São Paulo","SP","550.369.280-76","","Notebook Comum","30","9718.82","4612.79","291564.6","02/13/2024","CIF","66.75","Pendente"
"Renato Carvalho","Recife","PE","071.142.172-58","","Mini Projetor","","348.99","266.3","4536.87","12/06/2023","CIF","133.7","Cancelada"
"TechInfo Solutions","Manaus","AM","","23.142.529/9475-25","Bloco de Notas","15","5114.78","2501.09","76721.7","08/27/2024","CIF","137.12","Em Análise"
"Beatriz Correia","Salvador","BA","511.440.560-17","","Kit Gamer Completo","23","1701.47","1453.32","39133.81","14/01/2024","FOB","","Pendente"
"CenterPro Equipamentos","Manaus"," Rs","","16.698.635/0233-57","Lápis de Cor","13","4330.58","3147.23","56297.54","02/17/2023","CIF","110.84","Pendente"
"Carlos Eduardo Lima","Brasília","DF","768.734.911-59","","Mesa Gamer","25","5295.02","2892.85","132375.5","01/15/2024","FOB","","Pendente"
"Alpha Distribuidora","Curitiba","PR","","41.992.958/0340-98","Óculos de Sol","6","10817.49","4704.27","64904.94","08/25/2024","FOB","","Cancelada"
"UniFlex Comercial","Manaus","AM","","53.020.698/5267-01","Bolsa de Viagem","10","4202.17","2377.28","42021.7","30/01/2023","FOB","","Pendente"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Estojo Escolar","2","7016.43","3981.39","14032.86","20/05/2023","CIF","100.58","Concluída"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Estojo Escolar","2","7016.43","3981.39","14032.86","20/05/2023","CIF","100.58","Concluída"
"Hugo Martins","Manaus","AM","181.125.206-47","","Relógio Digital","17","8035.39","4464.78","136601.63","30/10/2023","CIF","56.11","Concluída"
"Mirella Castro","Belém","PA","204.535.546-30","","Monitor Full HD","","4288.82","2142.21","72909.94","22/09/2024","CIF","111.28","Cancelada"
"TechInfo Solutions","Manaus","AM","","23.142.529/9475-25","Estante de Livros","26","1801.55","1243.07","46840.3","11/03/2023","CIF","43.07","Concluída"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Mochila Executiva","8","3189.73","2060.92","25517.84","08/19/2024","FOB","","Cancelada"
"Fernanda Almeida","Recife"," Df","726.932.467-29","","Relógio Digital","17","5353.95","1913.5","91017.15","14/09/2023","CIF","56.37","Pendente"
"João Victor Ribeiro","Belém","Ba","178.754.043-55","","Mesa de Escritório","19","2171.19","1177.07","41252.61","09/10/2023","FOB","","Cancelada"
"Carlos Eduardo Lima","Brasília","DF","768.734.911-59","","Mesa Gamer","8","9960.3","3954.14","79682.4","24/10/2023","CIF","86.67","Cancelada"
"Alpha Distribuidora","Curitiba","PR","","41.992.958/0340-98","Agenda 2025","16","5286.83","2522.79","84589.28","10/19/2024","FOB","","Cancelada"
"Juliana Souza","Rio de Janeiro","RJ","790.436.054-86","","Smartphone Importado","6","4341.69","2255.68","26050.14","04/04/2024","CIF","125.38","Cancelada"
"João Victor Ribeiro","Belém","PA","178.754.043-55","","Óculos de Sol","27","7840.43","4300.07","211691.61","21/04/2023","CIF","68.89","Cancelada"
"TechInfo Solutions","Manaus","AM","","23.142.529/9475-25","Smartphone Importado","25","12137.49","4398.3","303437.25","07/12/2023","FOB","","Cancelada"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Caixa de Som Smart","11","10618.63","4985.88","116804.93","12/14/2023","FOB","","Em Análise"
"Renato Carvalho","Recife","PE","071.142.172-58","","Headset USB","21","5307.49","3076.89","111457.29","12/01/2024","FOB","","Concluída"
"Ana Paula Silva","Brasília","DF","862.295.268-57","","","10","3046.44","1177.07","30464.4","28/06/2023","CIF","110.8","Concluída"
"João Victor Ribeiro","Belém","PA","178.754.043-55","","Drone Compacto","18","3390","1307.68","61020","13/09/2023","FOB","","Pendente"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Relógio Digital","19","9883.52","4883.82","187786.88","01/22/2024","FOB","","Em Análise"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Relógio Digital","1","4648.77","1913.5","4648.77","15/11/2024","CIF","187.13","Pendente"
"Renato Carvalho","Recife","PE","071.142.172-58","","Estojo Escolar","16","4503.87","2166.8","72061.92","09/23/2024","FOB","","Em Análise"
"Patrícia Moura","Porto Alegre","RS","446.073.750-07","","Estante de Livros","27","9714.96","3869.96","262303.92","06/05/2023","CIF","23.23","Concluída"
"Hugo Martins","Manaus","AM","181.125.206-47","","Bolsa de Viagem","5","2732.54","2377.28","13662.7","20/05/2024","FOB","","Cancelada"
"Rafael Andrade","Porto Alegre","RS","618.986.735-72","","Drone Compacto","24","4087.28","3454.19","98094.72","28/11/2023","FOB","","Pendente"
"Camila Pires","Manaus","AM","899.777.131-83","","Caixa de Som Smart","15","11747.92","4985.88","176218.8","29/08/2024","CIF","62.61","Pendente"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Mesa de Escritório","1","6240.95","4824.31","6240.95","11/10/2024","FOB","","Cancelada"
"Ana Paula Silva","Brasília","DF","862.295.268-57","","Gaveteiro com Rodas","15","2945.3","1812.15","44179.5","08/03/2024","FOB","","Concluída"
"Solari Imports","Salvador","BA","","85.760.510/7142-36","Headset USB","10","8680.79","3772.27","86807.9","30/01/2024","CIF","63.49","Pendente"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Relógio Digital","27","11085.65","4883.82","299312.55","23/10/2023","CIF","60.44","Cancelada"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","Lápis de Cor","4","2545.15","1193.53","10180.6","09/07/2023","FOB","","Pendente"
"MaxxiTech Components","Salvador","BA","","33.181.017/5893-40","Bloco de Notas","17","10969.86","3929.47","186487.62","05/25/2024","FOB","","Cancelada"
"Rafael Andrade","Porto Alegre","RS","618.986.735-72","","Armário de Aço","23","3670.04","3305.87","84410.92","12/06/2024","CIF","137.37","Em Análise"
"Beatriz Correia","Salvador","BA","511.440.560-17","","Mesa de Escritório","2","4515.33","1980.8","9030.66","10/10/2023","FOB","","Concluída"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Estojo Escolar","24","9079.25","4882.25","217902","22/01/2023","FOB","","Em Análise"
"TechInfo Solutions","Manaus","AM","","23.142.529/9475-25","Bloco de Notas","12","703.57","303.89","8442.84","12/12/2023","FOB","","Cancelada"
"Global Trade Importações","Porto Alegre","RS","","36.069.625/1720-12","Bloco de Notas","13","8509.2","3929.47","110619.6","08/01/2024","CIF","135.61","Em Análise"
"Moura & Filhos ME","Brasília","DF","","35.982.399/2390-09","Drone Compacto","6","9562.21","3454.19","57373.26","30/08/2024","CIF","193.44","Concluída"
"Simone Teixeira","Rio de Janeiro","RJ","499.655.531-18","","Agenda 2025","14","2214.21","1904.26","30998.94","01/02/2024","FOB","","Cancelada"
"Alpha Distribuidora","Curitiba","PR","","41.992.958/0340-98","Óculos de Sol","16","6516.7","2535.16","104267.2","06/07/2024","CIF","152.8","Concluída"
"Global Trade Importações","Porto Alegre","RS","","36.069.625/1720-12","Drone Compacto","12","2085.51","1142.1","25026.12","04/08/2024","CIF","119.78","Pendente"
"MaxxiTech Components","Salvador","BA","","33.181.017/5893-40","PC de Escritório","19","125.87","81.54","2391.53","15/04/2024","CIF","43.19","Pendente"
"Lucas Barros","São Paulo","SP","313.198.334-79","","Mesa de Escritório","13","3477.73","1365.18","45210.49","16/01/2023","FOB","","Pendente"
"Felipe Moreira","Manaus","AM","247.173.034-32","","Estojo Escolar","18","746.89","387.85","13444.02","25/08/2024","FOB","","Pendente"
"Simone Teixeira","Rio de Janeiro","RJ","499.655.531-18","","Mesa de Escritório","20","566.23","315.62","11324.6","31/03/2024","CIF","48.83","Cancelada"
"Ribeiro Equipamentos","Rio de Janeiro","RJ","","21.859.188/4400-92","Teclado Mecânico","18","7036.81","3976.7","126662.58","26/10/2023","CIF","191.84","Cancelada"
"UniFlex Comercial","Manaus","AM","","53.020.698/5267-01","Mesa de Escritório","22","430.77","315.62","9476.94","02/25/2023","FOB","","Concluída"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","Notebook Comum","9","6134.73","4230.52","55212.57","02/03/2023","CIF","171.57","Concluída"
"Beatriz Correia","Salvador","BA","511.440.560-17","","Caixa de Som Smart","14","6998.92","4868.72","97984.88","01/02/2024","FOB","","Cancelada"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","Mochila Executiva","22","1539.26","974.18","33863.72","12/09/2023","CIF","165.44","Concluída"
"Comercial Andrade Ltda","Curitiba","PR","","55.537.611/1556-06","Pulseira Esportiva","14","2428.43","962.37","33998.02","07/08/2024","FOB","","Cancelada"
"Rogério Matos","São Paulo","SPP","263.971.756-39","","Mesa Gamer","9","1315.36","1106.61","11838.24","29/09/2024","CIF","127.52","Pendente"
"Patrícia Moura","Porto Alegre","RS","446.073.750-07","","Marcador Permanente","27","10807.32","4397.9","291797.64","03/09/2024","CIF","88.98","Cancelada"
"Lucas Barros","São Paulo","SP","313.198.334-79","","Cadeira Ergonômica","8","5791.04","2367.35","46328.32","29/06/2024","CIF","93.32","Cancelada"
"Patrícia Moura","Porto Alegre","RS","446.073.750-07","","Relógio Digital","24","96.89","86.7","2325.36","07/05/2023","FOB","","Concluída"
"Hugo Martins","Manaus","am ","181.125.206-47","","Notebook Gamer","2","4753.7","3324.45","9507.4","10/11/2024","FOB","","Cancelada"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","Drone Compacto","19","113.62","42.58","2158.78","07/08/2024","CIF","71","Cancelada"
"Ana Paula Silva","Brasília","Ba","862.295.268-57","","Mesa Gamer","29","8187.2","3994.46","237428.8","20/09/2024","CIF","86.44","Concluída"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Estante de Livros","1","1435.96","537.08","1435.96","15/09/2023","CIF","174.62","Cancelada"
"UniFlex Comercial","Manaus","AM","","53.020.698/5267-01","Teclado Mecânico","12","8648.28","3976.7","103779.36","13/04/2023","CIF","47.61","Em Análise"
"Camila Pires","Manaus","AM","899.777.131-83","","Mesa Gamer","15","4379.45","1677.63","65691.75","04/20/2023","CIF","109.71","Em Análise"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Monitor Full HD","22","5868.39","3960.4","129104.58","06/24/2024","CIF","51.3","Pendente"
"LogiCenter Brasil","Salvador","BA","","26.929.896/9741-00","Bloco de Notas","5","990.75","388.28","4953.75","10/10/2024","FOB","","Pendente"
"Mercado Novo Sul","Rio de Janeiro","RJ","","48.793.803/7889-04","Notebook Gamer","27","6007.86","2471.63","162212.22","29/04/2023","FOB","","Pendente"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","Smartphone Importado","4","4948.58","2255.68","19794.32","03/19/2024","CIF","128.96","Cancelada"
"LogiCenter Brasil","Salvador","BA","","26.929.896/9741-00","Mesa Gamer","2","4671.22","1677.63","9342.44","07/06/2024","CIF","69.77","Concluída"
"Juliana Souza","Rio de Janeiro","RJ","790.436.054-86","","Headset USB","7","7217.79","4172.06","50524.53","12/03/2023","FOB","","Em Análise"
"Juliana Souza","Rio de Janeiro","RJ","790.436.054-86","","Cadeira Ergonômica","6","5898.58","2260.23","35391.48","01/12/2023","CIF","126.23","Concluída"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Marcador Permanente","2","542.24","198","1084.48","09/21/2023","FOB","","Cancelada"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Caixa de Som Smart","21","1700.24","1011.04","35705.04","01/21/2024","FOB","","Pendente"
"LogiCenter Brasil","Salvador","BA","","26.929.896/9741-00","Caixa de Som Smart","17","10155.27","4868.72","172639.59","08/07/2023","FOB","","Concluída"
"Rafael Andrade","Porto Alegre","RS","618.986.735-72","","Gaveteiro com Rodas","21","4164.42","1812.15","87452.82","03/13/2023","CIF","44.74","Em Análise"
"Delta Service Brasil","São Paulo","SP","","33.010.213/1465-22","Drone Compacto","8","5361.95","3454.19","42895.6","11/05/2024","FOB","","Cancelada"
"Rafael Andrade","Porto Alegre","RS","618.986.735-72","","Mochila Executiva","22","4072.1","2105.33","89586.2","02/08/2024","FOB","","Em Análise"
"Global Trade Importações","Porto Alegre","RS","","36.069.625/1720-12","Notebook Gamer","2","6898.5","3572.62","13797","13/10/2024","CIF","91.92","Pendente"
"Lucas Barros","São Paulo","SP","313.198.334-79","","Drone Compacto","14","100.83","42.58","1411.62","23/01/2023","CIF","108.88","Concluída"
"Global Trade Importações","Porto Alegre","RS","","36.069.625/1720-12","PC de Escritório","20","6620.69","4816.22","132413.8","25/02/2024","FOB","","Em Análise"
"Global Trade Importações","Porto Alegre","RS","","36.069.625/1720-12","Marcador Permanente","19","466.13","198","8856.47","25/09/2024","FOB","","Em Análise"
"Rogério Matos","São Paulo"," pa","263.971.756-39","","Marcador Permanente","9","2117.11","895.52","19053.99","19/07/2023","CIF","44.84","Cancelada"
"Ana Paula Silva","Brasília","DF","862.295.268-57","","Bolsa de Viagem","30","5732.64","2784.48","171979.2","11/17/2024","CIF","100.32","Cancelada"
"João Victor Ribeiro","Belém","Ce","178.754.043-55","","Pulseira Esportiva","3","381.16","178.12","1143.48","04/02/2023","CIF","153.21","Pendente"
"Alpha Distribuidora","Curitiba","PR","","41.992.958/0340-98","PC de Escritório","24","236.16","112.48","5667.84","18/05/2024","CIF","46.16","Concluída"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Smartphone Importado","19","6091.42","2828.32","115736.98","04/18/2023","FOB","","Cancelada"
"Felipe Moreira","Manaus","AM","247.173.034-32","","PC de Escritório","23","6182.81","3256.63","142204.63","16/01/2023","FOB","","Cancelada"
"João Victor Ribeiro","Belém","PA","178.754.043-55","","Kit Gamer Completo","16","5789.73","2818.98","92635.68","29/01/2023","CIF","52.59","Em Análise"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Óculos de Sol","28","10828.75","4704.27","303205","11/27/2023","FOB","","Concluída"
"TechInfo Solutions","Manaus"," pa","","23.142.529/9475-25","PC Gamer","25","7573.75","2714.18","189343.75","15/10/2024","CIF","65.54","Concluída"
"Global Trade Importações","Porto Alegre","RS","","36.069.625/1720-12","Armário de Aço","14","3035.71","2215.21","42499.94","03/09/2023","FOB","","Cancelada"
"LogiCenter Brasil","Salvador","BA","","26.929.896/9741-00","Bolsa de Viagem","30","11072.59","4349.02","332177.7","07/12/2023","FOB","","Pendente"
"Simone Teixeira","Rio de Janeiro","RJ","499.655.531-18","","Relógio Digital","7","10630.04","4464.78","74410.28","29/04/2024","FOB","","Cancelada"
"Camila Pires","Manaus","AM","899.777.131-83","","Caixa de Som Smart","6","8151.35","4883.3","48908.1","04/03/2023","FOB","","Cancelada"
"Simone Teixeira","Rio de Janeiro","RJ","499.655.531-18","","Agenda 2025","18","1011.41","375.79","18205.38","01/03/2024","FOB","","Cancelada"
"Ribeiro Equipamentos","Rio de Janeiro","RJ","","21.859.188/4400-92","Smartphone Importado","9","6944.25","4459.84","62498.25","02/09/2023","FOB","","Pendente"
"Daniel Lobo","São Paulo","SP","550.369.280-76","","Mesa de Escritório","22","34.76","29.52","764.72","18/04/2024","CIF","138.72","Em Análise"
"UniFlex Comercial","Manaus","AM","","53.020.698/5267-01","Relógio Digital","10","6076.22","4883.82","60762.2","25/09/2024","FOB","","Concluída"
"João Victor Ribeiro","Belém","PA","178.754.043-55","","","21","5292.84","2166.8","111149.64","02/16/2024","CIF","82.49","Cancelada"
"Ana Paula Silva","Brasília","DF","862.295.268-57","","Mini Projetor","5","2481.99","1331.14","12409.95","11/04/2024","FOB","","Pendente"
"UniFlex Comercial","Manaus","AM","","53.020.698/5267-01","Smartphone Importado","2","11390.2","4755.27","22780.4","28/09/2023","CIF","98.11","Pendente"
"LogiCenter Brasil","Salvador","BA","","26.929.896/9741-00","Caixa de Som Smart","2","2402.18","2039.04","4804.36","05/09/2023","FOB","","Cancelada"
"Mirella Castro","Belém","PA","204.535.546-30","","Mini Projetor","2","4305.65","1788.53","8611.3","09/01/2024","CIF","154.7","Em Análise"
"Juliana Souza","Rio de Janeiro","RJ","790.436.054-86","","Mesa Gamer","16","9111.89","4090.45","145790.24","02/27/2023","CIF","158.14","Concluída"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Mesa Gamer","9","2271.85","1106.61","20446.65","06/10/2023","CIF","167.56","Cancelada"
"Mirella Castro","Belém","PA","204.535.546-30","","Marcador Permanente","21","5138.14","2975.84","107900.94","28/06/2024","FOB","","Cancelada"
"Rogério Matos","São Paulo","SP","263.971.756-39","","Mesa de Escritório","8","6739.88","2558.46","53919.04","04/04/2023","FOB","","Cancelada"
"LogiCenter Brasil","Salvador","BA","","26.929.896/9741-00","Drone Compacto","19","7960.29","3454.19","151245.51","04/10/2023","FOB","","Em Análise"
"Mirella Castro","Belém","RJ ","204.535.546-30","","Teclado Mecânico","8","4757.49","3691.1","38059.92","10/09/2024","FOB","","Pendente"
"Mirella Castro","Belém","RJ ","204.535.546-30","","Teclado Mecânico","8","4757.49","3691.1","38059.92","10/09/2024","FOB","","Pendente"
"Juliana Souza","Rio de Janeiro","RJ","790.436.054-86","","Carteira Masculina","18","5030.12","2602.2","90542.16","11/27/2024","FOB","","Concluída"
"Solari Imports","Salvador","BA","","85.760.510/7142-36","Caneta Esferográfica","28","9799.91","3639.04","274397.48","08/02/2024","FOB","","Em Análise"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","Estojo Escolar","20","8665.3","3148.44","173306","02/10/2024","FOB","","Pendente"
